path,load_stimuli_loop.thisRepN,load_stimuli_loop.thisTrialN,load_stimuli_loop.thisN,load_stimuli_loop.thisIndex,skip.thisRepN,skip.thisTrialN,skip.thisN,skip.thisIndex,thisRow.t,notes,setup.started,setup.stopped,load_stimuli.started,stim list,stim list length,load_stimuli.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
stimuli/A5.png,0,0,0,3,,,,,0.051431100349873304,,0.009316700045019388,0.009793900419026613,0.029479800257831812,['stimuli/A5.png'],1,0.030169600155204535,144929,2024-01-10_22h17.31.546,randomisation,2023.2.3,60.085610069512796,2024-01-10 22h17.37.233505 +0000,
stimuli/A8.png,0,1,1,4,,,,,0.051431100349873304,,,,0.030402500182390213,"['stimuli/A5.png', 'stimuli/A8.png']",2,0.030973799992352724,144929,2024-01-10_22h17.31.546,randomisation,2023.2.3,60.085610069512796,2024-01-10 22h17.37.233505 +0000,
stimuli/A3.png,0,2,2,1,,,,,0.051431100349873304,,,,0.031147300265729427,"['stimuli/A3.png', 'stimuli/A8.png', 'stimuli/A5.png']",3,0.03153520030900836,144929,2024-01-10_22h17.31.546,randomisation,2023.2.3,60.085610069512796,2024-01-10 22h17.37.233505 +0000,
stimuli/A4.png,0,3,3,2,,,,,0.051431100349873304,,,,0.031777600292116404,"['stimuli/A4.png', 'stimuli/A8.png', 'stimuli/A3.png', 'stimuli/A5.png']",4,0.03213300043717027,144929,2024-01-10_22h17.31.546,randomisation,2023.2.3,60.085610069512796,2024-01-10 22h17.37.233505 +0000,
stimuli/A1.png,0,4,4,0,,,,,0.051431100349873304,,,,0.03234050003811717,"['stimuli/A8.png', 'stimuli/A1.png', 'stimuli/A3.png', 'stimuli/A5.png', 'stimuli/A4.png']",5,0.032913700211793184,144929,2024-01-10_22h17.31.546,randomisation,2023.2.3,60.085610069512796,2024-01-10 22h17.37.233505 +0000,
