trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.04256909999821801,0.043578299999353476,0.06567069999437081,,,,,,,,
