trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,participant,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,3.7751529999950435,,0.020684600000095088,0.0211053000020911,3.6612382999956026,3.7751529999950435,0.13256440000259317,3.7751529999950435,3.7751529999950435,2.8629774000000907,None,None,[0.09351851851851851],[-0.20694444444444443],[1],[0],[0],[2.78605460000108],,,,,,,,,
