trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.20429860000149347,,0.01786839999840595,0.018290400003024843,0.04452260000107344,0.20429860000149347,0.03185490000032587,0.20429860000149347,0.20429860000149347,0.20429860000149347,,,,,,,,,,
