trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,17.774867499996617,,0.10338290000072448,0.10378060000221012,17.732227799999237,17.774867499996617,0.02490140000008978,17.774867499996617,17.62045219999709,None,None,[0.2518518518518518],[-0.19305555555555556],[1],[0],[0],[3.7371022000006633],,,,,,,,
