trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,5.779570099999546,,0.017717900002026,0.018070500002068002,5.742088300001342,5.779570099999546,0.025651300005847588,5.779570099999546,5.779570099999546,5.779570099999546,5.59396380000544,0.20092592592592595,4.567142600004445,"[-0.2513888888888889, -0.09305555555555556, 0.5449074074074074]","[-0.2013888888888889, -0.20046296296296295, -0.41064814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.5850129000027664, 4.407828399998834, 5.5396693000002415]",['trial_reset'],,,,,,,,,,
