trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.16503649999503978,,0.017580599997017998,0.0179984999995213,0.047321599995484576,0.16503649999503978,0.03647340000316035,0.16503649999503978,0.16503649999503978,0.16503649999503978,,,,,,,,,,
