trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,22.083238999999594,,0.023753900000883732,0.02401829999871552,22.056763200002024,22.083238999999594,0.025452000001678243,22.083238999999594,22.083238999999594,22.083238999999594,21.916738899999473,0.2925925925925926,1.7729541000007885,"[-0.2462962962962963, 0.5328703703703703]","[-0.1912037037037037, -0.38842592592592595]","[1, 1]","[0, 0]","[0, 0]","[1.515468300000066, 2.4647094999963883]",['trial_reset'],,,,,,,,,,
