trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007038099996862002,0.00736769999639364,0.035272200002509635,,,,,,,,
