trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,10.042530800004897,,0.01846530000329949,0.018915600005129818,10.019768500002101,10.042530800004897,0.024393700005020946,10.042530800004897,10.042530800004897,10.042530800004897,9.869320800004061,0,8.963020400005917,"[-0.24537037037037038, 0.4847222222222222]","[-0.1962962962962963, -0.3731481481481482]","[1, 1]","[0, 0]","[0, 0]","[1.3459918999942602, 9.787428699994052]",['trial_reset'],,,,,,,,,,
