trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial_reset_text.stopped,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,14.938437199998589,,0.019200099995941855,0.019453499997325707,14.912881799995375,14.938437199998589,0.03722849999758182,14.938437199998589,14.938437199998589,14.938437199998589,15.953764099998807,14.744889900000999,None,None,[0.5199074074074074],[-0.38564814814814813],[1],[0],[0],[4.477013399999123],['trial_reset'],,,,,,,,,
