trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_text.started,dot.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,participant,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,23.56906099999469,,0.01599339999665972,0.016240299999481067,23.54437440000038,23.56906099999469,0.023662999999942258,23.56906099999469,23.56906099999469,23.445674399998097,11.666666666666659,0.6654131999966921,[-0.2337962962962963],[-0.1986111111111111],[1],[0],[0],[6.586110299998836],,,,,,,,,
