trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_text.started,trial_text.stopped,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,2.4194585000004736,,0.09425599999667611,0.09454910000204109,2.377764199998637,2.4194585000004736,0.023999300006835256,2.4194585000004736,3.445947400003206,2.2350210000004154,None,None,[-0.1125],[-0.025],[1],[0],[0],[2.096536400000332],,,,,,,,
