trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,debug,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.00743990000046324,0.007746399998723064,0.027048700001614634,,,,,,,,
