trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,participant,how many crosses?,radius,cross size,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.2139781000005314,,0.01751920000242535,0.01794320000044536,0.04324030000134371,0.2139781000005314,0.030626499996287748,0.2139781000005314,0.2139781000005314,0.2139781000005314,,,,,,,,,,
