trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,how many crosses?,radius,cross size,date,expName,psychopyVersion,frameRate,expStart,
,,,,9.166752999997698,,0.010382199994637631,0.0108977999916533,9.144217799999751,9.166752999997698,0.028657000002567656,9.166752999997698,9.166752999997698,9.166752999997698,8.92665089998627,1,8.362480499999947,"[-0.22962962962962963, 0.5064814814814815]","[-0.20555555555555555, -0.3814814814814815]","[1, 1]","[0, 0]","[0, 0]","[1.2707402999949409, 8.865615899994737]",['trial_reset'],,,,,,,,,,
