trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_text.started,trial_text.stopped,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,15.187641499993333,,0.007004399994912092,0.007257499994011596,15.17016469999362,15.187641499993333,0.023814999993192032,15.187641499993333,14.538611599993601,14.991740699995717,0.0,1.4733924999964074,[],[],[],[],[],[],,,,,,,,
