trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.016819600001326762,0.017354199997498654,0.04492010000103619,,,,,,,,,,
