trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01782680000178516,0.018089099998178426,0.03898470000422094,,,,,,,,,
