trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,debug,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.00917009999830043,0.009755899998708628,0.09177049999561859,,,,,,,,
