trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,debug,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0069385000024340115,0.007223100001283456,0.027528300000994932,,,,,,,,
