trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,debug,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006808799997088499,0.007074099994497374,0.03155179999885149,,,,,,,,
