trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,20.548760700003186,,0.020391999998537358,0.020704000002297107,20.523188400002255,20.548760700003186,0.027779999996710103,20.548760700003186,20.548760700003186,20.548760700003186,20.41056099999696,0.0935185185185185,4.031331400001363,"[-0.27870370370370373, 0.2375, 0.14444444444444443, 0.49907407407407406]","[-0.2, -0.21712962962962962, -0.2023148148148148, -0.4166666666666667]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.6669789000006858, 2.1110679999983404, 3.661636400000134, 4.680931100003363]",['trial_reset'],,,,,,,,,,
