trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,14.04409360000136,,0.019070199996349402,0.019373999995877966,14.022544799998286,14.04409360000136,0.025892799996654503,14.04409360000136,14.04409360000136,14.04409360000136,13.877030700001342,1.0,13.21832710000308,"[-0.2462962962962963, 0.2523148148148148, 0.48935185185185187]","[-0.20555555555555555, -0.1962962962962963, -0.3888888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.8786710999993375, 5.496424599994498, 13.823063799994998]",['trial_reset'],,,,,,,,,
