trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.008041499997489154,0.008367999995243736,0.03455069999472471,,,,,,,,
