trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_textbox.started,trial_reset.started,trial_reset_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,participant,how many dots?,radius,dot size,date,expName,psychopyVersion,frameRate,expStart,
,,,,19.109263300000748,,0.026196499995421618,0.02797429999918677,19.08411669999623,19.109263300000748,0.025057599996216595,19.109263300000748,19.109263300000748,19.109263300000748,18.933875299997453,0.040740740740740744,2.0091362000021036,"[-0.24861111111111112, 0.5111111111111111]","[-0.18564814814814815, -0.4064814814814815]","[1, 1]","[0, 0]","[0, 0]","[1.2789136999999755, 2.860331600000791]",['trial_reset'],,,,,,,,,,
