trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,setup.started,setup.stopped,trial.started,trial_slider.started,trial_mouse.started,trial_text.started,trial.stopped,trial_slider.response,trial_slider.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,participant,radius,date,expName,psychopyVersion,frameRate,expStart,
,,,,18.878186499998264,,0.10397280000324827,0.10433120000379859,18.836409499999718,18.878186499998264,0.025069399998756126,18.878186499998264,18.735328200004005,None,None,[0.6222222222222222],[-0.043055555555555555],[1],[0],[0],[0.2983241000038106],,,,,,,,
